,Title,lyric
10801,Let's Have a Party,"But all I wanna know is where the party at
But all I wanna know is where the party at

Let's have a party
Let's have a party
Everybody
Let's have a party

But all I wanna know is where the party at

I've been watchin you
You've been watchin me
Let's stop playin' games girl
Come and dance with me
Don't you hear the music
Don't you feel the groove
Yeah
Come on girl
Get on the floor
I wanna dance with you

But all I wanna know is where the party at

Let's have a party
Everybody
Throw your hands up in the air
Let's have a party
I like the way you swing it
Everybody
Girl you know
You're lookin' good
Let's have a party
Girl you gotta work that body

Girl I must be dreamin'
To have a night like this
Holding hands
Being close
Sharin our first kiss
You really blow my mind
Can't believe it's true
I've been waiting all night long
To get a girl like you

Let's have a party
(Shake it baby, shake it)
We're movin to the groove yeah
Let's have a party
All the fellas and the hunnies
Get on the floor
Everybody
'Cause we're gonna have a party
Let's have a party
So everybody enjoy yourself with me

Welcome everybody
To the party
Don't forget the hunnies
The mad fun has just began at the party yo!
Give a call or beep her
Make sure your girl ain't creepin'
It's time to get it on
The dance floor
You want more than what you came here for
I see you lookin' at me
Across the dance floor
I wish for that sweet little kiss
Don't be no Cinderella
And go *poof* after midnight

Let's have a party
I like
Everybody
Let's have a party
Throw your hands up
Everybody
Girl you know
(You're lookin' good)
I like the way you swing
Yeah
We're movin to the groove
Yeah
Everybody
Throw your hands up
'Cause we're gonna have a party
So enjoy yourself with me
So enjoy yourself with me"
3280,Let's Have a Party,"I've been waiting all night long To get a girl like you
"
5569,Let's Have a Party,"Don't be no Cinderella And go *poof* after midnight
"
3498,Let's Have a Party,"Let's have a party
(Shake it baby, shake it) We're movin to the groove yeah"
5460,Let's Have a Party,I wish for that sweet little kiss Don't be no Cinderella
2626,Let's Have a Party,"Girl you gotta work that body
 Girl I must be dreamin'"
3825,Let's Have a Party,All the fellas and the hunnies Get on the floor
4152,Let's Have a Party,"Let's have a party So everybody enjoy yourself with me
"
773,Let's Have a Party,I've been watchin you You've been watchin me
5024,Let's Have a Party,You want more than what you came here for
2408,Let's Have a Party,You're lookin' good Let's have a party
3716,Let's Have a Party,Let's have a party All the fellas and the hunnies
11128,Let's Have a Party,63.8
4261,Let's Have a Party,Welcome everybody To the party
1754,Let's Have a Party,"But all I wanna know is where the party at
 Let's have a party"
10,Let's Have a Party,But all I wanna know is where the party at
1645,Let's Have a Party,"But all I wanna know is where the party at
"
10365,Let's Have a Party,Backstreet Boys
2517,Let's Have a Party,"Let's have a party Girl you gotta work that body
"
664,Let's Have a Party,"But all I wanna know is where the party at
 I've been watchin you"
6441,Let's Have a Party,"Throw your hands up
'Cause we're gonna have a party So enjoy yourself with me"
10910,Let's Have a Party,33.4
3389,Let's Have a Party,"Let's have a party
(Shake it baby, shake it)"
1536,Let's Have a Party,"Get on the floor I wanna dance with you
"
5896,Let's Have a Party,Let's have a party Throw your hands up
119,Let's Have a Party,"But all I wanna know is where the party at
"
5678,Let's Have a Party,"And go *poof* after midnight
 Let's have a party"
1427,Let's Have a Party,Come on girl Get on the floor
882,Let's Have a Party,You've been watchin me Let's stop playin' games girl
228,Let's Have a Party,"But all I wanna know is where the party at
 Let's have a party"
2735,Let's Have a Party,Girl I must be dreamin' To have a night like this
4915,Let's Have a Party,It's time to get it on The dance floor
5787,Let's Have a Party,Everybody Let's have a party
4370,Let's Have a Party,To the party Don't forget the hunnies
4806,Let's Have a Party,Make sure your girl ain't creepin' It's time to get it on
2844,Let's Have a Party,Being close Sharin our first kiss
3506,Like a Child,"If our hearts could set us free Like a child
"
10918,Like a Child,20.9
2525,Like a Child,"Then I might break down and cry just like a child
 Like a child"
3942,Like a Child,Then I might break down and cry just like a child
1653,Like a Child,"That there's a broken heart that lies within your hands
"
10482,Like a Child,Studio albums
11245,Like a Child,98.02
3615,Like a Child,"Like a child
 Girl don't stop"
2198,Like a Child,"The sun from shining down on me
'Cause I can't face another day without your smile (your pretty smile)"
3070,Like a Child,"Oh, she did
 Like a child (oh baby)"
1108,Like a Child,"Then I might break down and cry just like a child
"
1544,Like a Child,So I'm pressin' on I hope you understand
2743,Like a Child,Just like a child With her spirit running free
3724,Like a Child,"The sun from shining down on me
'Cause I can't face another day without your smile"
1217,Like a Child,Girl I can't belong and I won't be free
1980,Like a Child,"Baby you can help me stop these tears from my cries
"
127,Like a Child,"Girl would you promise not to say good-bye
'Cause I'm holding on"
3397,Like a Child,Think of what our love could be If our hearts could set us free
11027,Like a Child,12.8
672,Like a Child,"Maybe you could help me wipe these tears from my eyes
"
18,Like a Child,If I could right the wrongs that made you cry
236,Like a Child,"Girl would you promise not to say good-bye
'Cause I'm holding on With A Love so strong"
2634,Like a Child,Like a child Just like a child
454,Like a Child,"And I can't take the day without you by my side
 Girl If I could change"
10809,Like a Child,"If I could right the wrongs that made you cry
Girl would you promise not to say good-bye
'Cause I'm holding on
With A Love so strong
And I can't take the day without you by my side

Girl If I could change
If I could change your mind
Maybe you could help me wipe these tears from my eyes

Girl Don't stop
The sun from shining down on me
'Cause I can't face another day without your smile
And If you take away the loving arms that surround me
Then I might break down and cry just like a child

Girl I can't belong and I won't be free
If I fail to bring your lovin' back to me
So I'm pressin' on
I hope you understand
That there's a broken heart that lies within your hands

So If I could change (So if I could change)
And it won't hurt your pride (and it won't hurt your pride)
Baby you can help me stop these tears from my cries

Girl don't stop
The sun from shining down on me
'Cause I can't face another day without your smile (your pretty smile)
And If you take away the loving arms that surround me
Then I might break down and cry just like a child

Like a child
Just like a child
With her spirit running free
She drove me wild
Oh, she did

Like a child (oh baby)
Just like a child
Think of what our love could be
If our hearts could set us free
Like a child

Girl don't stop
The sun from shining down on me
'Cause I can't face another day without your smile
And If you take away the loving arms that surround me
Then I might break down and cry just like a child"
781,Like a Child,"Maybe you could help me wipe these tears from my eyes
 Girl Don't stop"
3833,Like a Child,And If you take away the loving arms that surround me
2852,Like a Child,With her spirit running free She drove me wild
10155,Like a Child,18
11136,Like a Child,66.3
3179,Like a Child,Like a child (oh baby) Just like a child
2089,Like a Child,"Baby you can help me stop these tears from my cries
 Girl don't stop"
1871,Like a Child,And it won't hurt your pride (and it won't hurt your pride)
10373,Like a Child,Backstreet's Back
2307,Like a Child,And If you take away the loving arms that surround me
1762,Like a Child,So If I could change (So if I could change)
1435,Like a Child,If I fail to bring your lovin' back to me So I'm pressin' on
10264,Like a Child,18
563,Like a Child,Girl If I could change If I could change your mind
890,Like a Child,"The sun from shining down on me
'Cause I can't face another day without your smile"
345,Like a Child,"And I can't take the day without you by my side
"
3288,Like a Child,Think of what our love could be
2961,Like a Child,"She drove me wild Oh, she did
"
2416,Like a Child,"Then I might break down and cry just like a child
"
1326,Like a Child,If I fail to bring your lovin' back to me
999,Like a Child,And If you take away the loving arms that surround me
10955,Lose It All,10.9
10192,Lose It All,55
11282,Lose It All,-91.9
2344,Lose It All,"There'll be nothing left to lose and I would take the fall
'Cause knowing you are out there breathing"
1472,Lose It All,"That'd be one less thing I'd have to prove
 And if I lose it all"
11064,Lose It All,17.5
1145,Lose It All,"Time has a way, time is all I've got"
11173,Lose It All,71.6
1581,Lose It All,"There'll be nothing left to lose and I would take the fall
'Cause knowing you are out there breathing"
1254,Lose It All,If my heart should shatter watching you
10846,Lose It All,"Oh no
Take what you need 'cause I can't hold my breath
Say what you feel 'cause I got nothing left, oh
I made a promise to myself last night
I'm gonna keep it if it's wrong or right

And if I lose it all
There'll be nothing left to lose and I would take the fall
'Cause knowing you are out there breathing
It's so wonderful, it's a chance I take even if I break it
I lose it all, if I lose it all
Wouldn't matter anyway

Don't change a thing, perfect as you are
Time has a way, time is all I've got
If my heart should shatter watching you
That'd be one less thing I'd have to prove

And if I lose it all
There'll be nothing left to lose and I would take the fall
'Cause knowing you are out there breathing
It's so wonderful, it's a chance I take even if I break it
I lose it all, if I lose it all

Heaven will be waiting when I fall into your open arms
I believe you'll find me there
You'll find me there

And if I lose it all
There'll be nothing left to lose and I would take the fall
'Cause knowing you are out there breathing
It's so wonderful, it's a chance I take even if I break it
I lose it all, if I lose it all

And if I lose it all
There'll be nothing left to lose and I would take the fall
'Cause knowing you are out there breathing
It's so wonderful, it's a chance I take even if I break it
I lose it all, if I lose it all
Wouldn't matter anyway"
2780,Lose It All,"There'll be nothing left to lose and I would take the fall
'Cause knowing you are out there breathing"
2562,Lose It All,"I lose it all, if I lose it all
"
1036,Lose It All,"Don't change a thing, perfect as you are"
382,Lose It All,"I'm gonna keep it if it's wrong or right
"
2889,Lose It All,"It's so wonderful, it's a chance I take even if I break it"
2126,Lose It All,"I believe you'll find me there You'll find me there
"
